job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date
8969,Ai Engineer,Ai,Berlin,165694,"python, tensorflow",No,Large,2025-03-28
8970,Sustainability Analyst,Green Tech,Tokyo,187694,"energy modeling, climate data analysis",Yes,Medium,2025-05-12
8971,Blockchain Developer,Blockchain,London,172988,"rust, solidity",Yes,Large,2025-06-26
8972,Quantum Researcher,Quantum Computing,Singapore,176975,"quantum algorithms, linear algebra",No,Small,2025-10-12
8973,Renewable Energy Engineer,Green Tech,London,127852,"climate data analysis, energy modeling",No,Medium,2025-06-04
8974,Data Scientist,Ai,Dubai,153003,"python, pytorch",No,Large,2025-02-10
8975,Smart Contract Engineer,Blockchain,Tokyo,149840,"solidity, rust",Yes,Large,2025-08-21
8976,Quantum Researcher,Quantum Computing,New York,203975,"quantum algorithms, qiskit",No,Medium,2025-07-14
8977,Ml Researcher,Ai,London,66535,"pytorch, python",No,Large,2025-05-20
8978,Renewable Energy Engineer,Green Tech,London,193437,"climate data analysis, energy modeling",Yes,Medium,2025-01-10
8979,Blockchain Developer,Blockchain,Berlin,208165,"rust, solidity",Yes,Small,2025-12-21
8980,Ai Engineer,Ai,Singapore,111713,"pytorch, python",No,Medium,2025-04-30
8981,Data Scientist,Ai,Tokyo,203249,"pytorch, python",Yes,Medium,2025-11-07
8982,Quantum Software Developer,Quantum Computing,London,201433,"qiskit, quantum algorithms",No,Medium,2025-02-23
8983,Data Scientist,Ai,Singapore,90038,"tensorflow, pytorch",No,Medium,2025-02-13
8984,Smart Contract Engineer,Blockchain,Singapore,192310,"rust, solidity",Yes,Medium,2025-12-08
8985,Sustainability Analyst,Green Tech,Tokyo,73021,"energy modeling, climate data analysis",No,Small,2025-10-03
8986,Quantum Researcher,Quantum Computing,Dubai,78854,"quantum algorithms, qiskit",No,Medium,2025-05-31
8987,Smart Contract Engineer,Blockchain,Berlin,100475,"ethereum, solidity",No,Small,2025-06-10
8988,Blockchain Developer,Blockchain,Tokyo,221857,"solidity, ethereum",Yes,Medium,2025-11-24
8989,Blockchain Developer,Blockchain,London,154583,"rust, solidity",No,Large,2025-12-24
8990,Blockchain Developer,Blockchain,New York,137819,"rust, ethereum",No,Large,2025-07-03
8991,Quantum Software Developer,Quantum Computing,Berlin,127257,"linear algebra, quantum algorithms",Yes,Large,2025-05-30
8992,Renewable Energy Engineer,Green Tech,Singapore,136968,"climate data analysis, energy modeling",No,Small,2025-02-22
8993,Ai Engineer,Ai,Berlin,60079,"pytorch, tensorflow",Yes,Large,2025-12-16
8994,Data Scientist,Ai,Singapore,124182,"pytorch, python",No,Large,2025-07-11
8995,Blockchain Developer,Blockchain,Tokyo,66195,"rust, solidity",Yes,Large,2025-08-19
8996,Quantum Researcher,Quantum Computing,New York,133506,"linear algebra, quantum algorithms",Yes,Small,2025-07-08
8997,Ai Engineer,Ai,Tokyo,178426,"python, tensorflow",No,Small,2025-02-18
8998,Quantum Researcher,Quantum Computing,New York,201109,"linear algebra, qiskit",Yes,Large,2025-03-25
8999,Data Scientist,Ai,Berlin,138984,"pytorch, python",Yes,Medium,2025-07-20
9000,Quantum Software Developer,Quantum Computing,Tokyo,177352,"quantum algorithms, qiskit",Yes,Large,2025-03-26
9001,Ai Engineer,Ai,London,116761,"python, tensorflow",No,Small,2025-01-17
9002,Quantum Researcher,Quantum Computing,Singapore,141820,"qiskit, linear algebra",No,Medium,2025-10-05
9003,Smart Contract Engineer,Blockchain,Tokyo,76472,"solidity, rust",Yes,Large,2025-12-05
9004,Ai Engineer,Ai,Dubai,137027,"pytorch, tensorflow",Yes,Small,2025-11-19
9005,Smart Contract Engineer,Blockchain,London,142829,"rust, ethereum",No,Large,2025-06-22
9006,Quantum Researcher,Quantum Computing,Dubai,96074,"linear algebra, quantum algorithms",Yes,Small,2025-05-01
9007,Sustainability Analyst,Green Tech,New York,241681,"climate data analysis, energy modeling",Yes,Medium,2025-06-17
9008,Ai Engineer,Ai,New York,81596,"tensorflow, pytorch",No,Medium,2025-08-05
9009,Quantum Researcher,Quantum Computing,Berlin,214269,"qiskit, quantum algorithms",Yes,Large,2025-07-08
9010,Smart Contract Engineer,Blockchain,Dubai,200603,"rust, solidity",Yes,Medium,2025-01-23
9011,Data Scientist,Ai,Berlin,103269,"python, pytorch",No,Medium,2025-03-05
9012,Sustainability Analyst,Green Tech,Tokyo,238565,"energy modeling, climate data analysis",Yes,Large,2025-10-21
9013,Data Scientist,Ai,Singapore,147554,"tensorflow, pytorch",Yes,Small,2025-03-08
9014,Blockchain Developer,Blockchain,Dubai,218421,"solidity, rust",No,Large,2025-01-04
9015,Quantum Software Developer,Quantum Computing,Dubai,133544,"linear algebra, qiskit",No,Small,2025-11-02
9016,Data Scientist,Ai,Singapore,126728,"tensorflow, python",No,Large,2025-10-12
9017,Smart Contract Engineer,Blockchain,Tokyo,232123,"rust, ethereum",Yes,Large,2025-04-23
9018,Smart Contract Engineer,Blockchain,Singapore,185170,"ethereum, solidity",Yes,Small,2025-01-23
9019,Ai Engineer,Ai,London,181147,"tensorflow, pytorch",Yes,Medium,2025-03-29
9020,Sustainability Analyst,Green Tech,London,76156,"energy modeling, climate data analysis",No,Medium,2025-02-27
9021,Renewable Energy Engineer,Green Tech,Singapore,56190,"energy modeling, climate data analysis",No,Medium,2025-08-08
9022,Renewable Energy Engineer,Green Tech,Tokyo,138436,"energy modeling, climate data analysis",Yes,Large,2025-12-03
9023,Quantum Software Developer,Quantum Computing,New York,168467,"linear algebra, quantum algorithms",No,Medium,2025-03-05
9024,Data Scientist,Ai,Singapore,59595,"python, tensorflow",Yes,Large,2025-07-25
9025,Sustainability Analyst,Green Tech,Tokyo,142038,"energy modeling, climate data analysis",No,Small,2025-08-18
9026,Sustainability Analyst,Green Tech,Berlin,60482,"energy modeling, climate data analysis",Yes,Small,2025-07-10
9027,Sustainability Analyst,Green Tech,Berlin,86019,"energy modeling, climate data analysis",Yes,Small,2025-07-18
9028,Ai Engineer,Ai,London,139148,"tensorflow, pytorch",No,Small,2025-10-03
9029,Data Scientist,Ai,New York,124645,"python, tensorflow",Yes,Large,2025-09-05
9030,Quantum Researcher,Quantum Computing,Dubai,162769,"linear algebra, quantum algorithms",Yes,Medium,2025-08-28
9031,Smart Contract Engineer,Blockchain,Berlin,167485,"solidity, ethereum",Yes,Small,2025-07-12
9032,Renewable Energy Engineer,Green Tech,London,242240,"climate data analysis, energy modeling",No,Large,2025-07-23
9033,Sustainability Analyst,Green Tech,Singapore,244672,"energy modeling, climate data analysis",Yes,Large,2025-01-18
9034,Sustainability Analyst,Green Tech,Tokyo,66878,"energy modeling, climate data analysis",No,Large,2025-01-23
9035,Ai Engineer,Ai,Singapore,73710,"pytorch, tensorflow",Yes,Medium,2025-05-14
9036,Quantum Researcher,Quantum Computing,Singapore,169108,"linear algebra, quantum algorithms",Yes,Small,2025-09-21
9037,Renewable Energy Engineer,Green Tech,Singapore,224287,"climate data analysis, energy modeling",No,Large,2025-12-07
9038,Data Scientist,Ai,New York,173253,"tensorflow, python",No,Small,2025-01-13
9039,Quantum Researcher,Quantum Computing,Singapore,100649,"qiskit, linear algebra",Yes,Medium,2025-02-09
9040,Ml Researcher,Ai,Tokyo,217791,"pytorch, python",No,Small,2025-11-12
9041,Ai Engineer,Ai,Berlin,56466,"pytorch, tensorflow",No,Medium,2025-11-07
9042,Renewable Energy Engineer,Green Tech,Berlin,164815,"energy modeling, climate data analysis",Yes,Small,2025-11-02
9043,Quantum Software Developer,Quantum Computing,Berlin,179497,"quantum algorithms, qiskit",Yes,Large,2025-09-26
9044,Quantum Researcher,Quantum Computing,Dubai,243179,"quantum algorithms, qiskit",No,Large,2025-07-07
9045,Data Scientist,Ai,London,126272,"python, pytorch",Yes,Small,2025-02-18
9046,Smart Contract Engineer,Blockchain,Berlin,128514,"ethereum, rust",Yes,Small,2025-07-18
9047,Renewable Energy Engineer,Green Tech,Berlin,204414,"energy modeling, climate data analysis",No,Small,2025-04-19
9048,Quantum Software Developer,Quantum Computing,London,155014,"quantum algorithms, linear algebra",Yes,Large,2025-12-23
9049,Smart Contract Engineer,Blockchain,New York,134427,"ethereum, solidity",Yes,Small,2025-02-01
9050,Sustainability Analyst,Green Tech,Dubai,213591,"climate data analysis, energy modeling",No,Medium,2025-09-03
9051,Smart Contract Engineer,Blockchain,London,86192,"solidity, ethereum",Yes,Small,2025-10-23
9052,Ml Researcher,Ai,Tokyo,155364,"pytorch, tensorflow",Yes,Large,2025-11-23
9053,Quantum Researcher,Quantum Computing,London,168549,"quantum algorithms, qiskit",Yes,Small,2025-06-06
9054,Data Scientist,Ai,New York,133394,"python, pytorch",No,Medium,2025-01-11
9055,Ai Engineer,Ai,Tokyo,77335,"tensorflow, python",No,Large,2025-03-12
9056,Data Scientist,Ai,Berlin,90621,"tensorflow, pytorch",No,Medium,2025-12-10
9057,Sustainability Analyst,Green Tech,New York,131696,"energy modeling, climate data analysis",No,Large,2025-12-31
9058,Quantum Researcher,Quantum Computing,Berlin,222779,"quantum algorithms, linear algebra",No,Small,2025-03-05
9059,Ai Engineer,Ai,Dubai,106837,"python, tensorflow",Yes,Small,2025-05-06
9060,Quantum Software Developer,Quantum Computing,London,157140,"linear algebra, quantum algorithms",Yes,Small,2025-06-12
9061,Sustainability Analyst,Green Tech,Singapore,120116,"energy modeling, climate data analysis",Yes,Large,2025-12-25
9062,Sustainability Analyst,Green Tech,Singapore,166752,"energy modeling, climate data analysis",No,Large,2025-12-18
9063,Blockchain Developer,Blockchain,Singapore,194894,"rust, solidity",No,Large,2025-08-17
9064,Ml Researcher,Ai,Berlin,170017,"tensorflow, python",Yes,Large,2025-04-07
9065,Ai Engineer,Ai,Berlin,243596,"python, tensorflow",Yes,Small,2025-02-11
9066,Quantum Software Developer,Quantum Computing,New York,181726,"qiskit, quantum algorithms",Yes,Large,2025-05-26
9067,Smart Contract Engineer,Blockchain,Berlin,114684,"rust, solidity",Yes,Small,2025-10-24
9068,Smart Contract Engineer,Blockchain,Tokyo,118237,"solidity, rust",Yes,Large,2025-12-25
9069,Blockchain Developer,Blockchain,London,134122,"rust, ethereum",Yes,Small,2025-10-06
9070,Ml Researcher,Ai,Dubai,183833,"pytorch, python",No,Large,2025-07-30
9071,Sustainability Analyst,Green Tech,New York,80966,"energy modeling, climate data analysis",Yes,Large,2025-11-16
9072,Sustainability Analyst,Green Tech,Singapore,71166,"energy modeling, climate data analysis",Yes,Large,2025-07-05
9073,Quantum Software Developer,Quantum Computing,Berlin,56768,"quantum algorithms, linear algebra",Yes,Large,2025-08-11
9074,Blockchain Developer,Blockchain,London,149086,"ethereum, solidity",Yes,Large,2025-08-17
9075,Ml Researcher,Ai,Berlin,146131,"pytorch, tensorflow",Yes,Large,2025-08-03
9076,Ml Researcher,Ai,London,53717,"pytorch, python",No,Large,2025-05-02
9077,Blockchain Developer,Blockchain,London,193364,"rust, ethereum",Yes,Large,2025-12-23
9078,Sustainability Analyst,Green Tech,Tokyo,184511,"climate data analysis, energy modeling",No,Large,2025-08-04
9079,Ai Engineer,Ai,Singapore,240030,"tensorflow, pytorch",No,Medium,2025-10-15
9080,Smart Contract Engineer,Blockchain,Tokyo,205893,"rust, ethereum",Yes,Medium,2025-05-04
9081,Blockchain Developer,Blockchain,Tokyo,209111,"solidity, rust",No,Medium,2025-02-15
9082,Blockchain Developer,Blockchain,Berlin,212160,"solidity, rust",Yes,Medium,2025-06-10
9083,Blockchain Developer,Blockchain,New York,97299,"rust, ethereum",Yes,Small,2025-03-19
9084,Data Scientist,Ai,Tokyo,85191,"tensorflow, pytorch",No,Large,2025-11-08
9085,Sustainability Analyst,Green Tech,Singapore,239649,"climate data analysis, energy modeling",Yes,Medium,2025-01-12
9086,Smart Contract Engineer,Blockchain,Singapore,117454,"solidity, rust",Yes,Medium,2025-07-30
9087,Ai Engineer,Ai,Tokyo,128534,"tensorflow, python",Yes,Medium,2025-02-15
9088,Renewable Energy Engineer,Green Tech,Berlin,107386,"energy modeling, climate data analysis",Yes,Small,2025-08-09
9089,Blockchain Developer,Blockchain,Berlin,112417,"solidity, rust",No,Medium,2025-03-14
9090,Ml Researcher,Ai,Berlin,96585,"python, tensorflow",No,Large,2025-08-20
9091,Sustainability Analyst,Green Tech,Dubai,156617,"climate data analysis, energy modeling",Yes,Large,2025-06-04
9092,Ml Researcher,Ai,Berlin,209528,"tensorflow, pytorch",No,Small,2025-06-28
9093,Data Scientist,Ai,Berlin,176562,"tensorflow, python",No,Small,2025-11-21
9094,Blockchain Developer,Blockchain,Singapore,226135,"ethereum, solidity",No,Large,2025-07-15
9095,Smart Contract Engineer,Blockchain,Singapore,119894,"solidity, ethereum",Yes,Medium,2025-09-10
9096,Renewable Energy Engineer,Green Tech,New York,232542,"energy modeling, climate data analysis",Yes,Large,2025-04-07
9097,Renewable Energy Engineer,Green Tech,London,228838,"energy modeling, climate data analysis",No,Large,2025-12-10
9098,Sustainability Analyst,Green Tech,Tokyo,54229,"climate data analysis, energy modeling",No,Large,2025-08-26
9099,Sustainability Analyst,Green Tech,New York,167752,"energy modeling, climate data analysis",No,Large,2025-09-30
9100,Ml Researcher,Ai,Dubai,175770,"pytorch, tensorflow",Yes,Small,2025-11-25
9101,Ml Researcher,Ai,Tokyo,80612,"python, tensorflow",No,Large,2025-03-06
9102,Data Scientist,Ai,Singapore,100468,"tensorflow, python",Yes,Small,2025-06-28
9103,Renewable Energy Engineer,Green Tech,Singapore,112564,"energy modeling, climate data analysis",No,Large,2025-04-22
9104,Quantum Researcher,Quantum Computing,Singapore,86370,"qiskit, quantum algorithms",Yes,Medium,2025-03-30
9105,Sustainability Analyst,Green Tech,Dubai,91238,"climate data analysis, energy modeling",No,Medium,2025-05-30
9106,Quantum Researcher,Quantum Computing,Tokyo,182958,"linear algebra, quantum algorithms",Yes,Medium,2025-01-22
9107,Ml Researcher,Ai,New York,246341,"python, pytorch",Yes,Small,2025-10-03
9108,Ai Engineer,Ai,Singapore,246399,"tensorflow, pytorch",Yes,Large,2025-10-09
9109,Renewable Energy Engineer,Green Tech,Dubai,215403,"energy modeling, climate data analysis",Yes,Small,2025-12-05
9110,Renewable Energy Engineer,Green Tech,Singapore,62680,"energy modeling, climate data analysis",Yes,Large,2025-08-25
9111,Renewable Energy Engineer,Green Tech,Berlin,180904,"climate data analysis, energy modeling",Yes,Large,2025-11-10
9112,Quantum Software Developer,Quantum Computing,London,139597,"linear algebra, qiskit",Yes,Large,2025-02-17
9113,Ml Researcher,Ai,Berlin,157362,"pytorch, tensorflow",No,Large,2025-06-22
9114,Data Scientist,Ai,Berlin,88686,"pytorch, python",No,Large,2025-03-28
9115,Data Scientist,Ai,New York,102360,"pytorch, tensorflow",No,Large,2025-07-20
9116,Ml Researcher,Ai,Singapore,182064,"python, pytorch",Yes,Small,2025-03-01
9117,Renewable Energy Engineer,Green Tech,Dubai,183336,"energy modeling, climate data analysis",No,Large,2025-04-09
9118,Quantum Software Developer,Quantum Computing,Tokyo,102132,"quantum algorithms, linear algebra",Yes,Small,2025-06-04
9119,Renewable Energy Engineer,Green Tech,London,222652,"energy modeling, climate data analysis",No,Large,2025-04-23
9120,Quantum Researcher,Quantum Computing,Singapore,186654,"quantum algorithms, linear algebra",Yes,Large,2025-05-09
9121,Data Scientist,Ai,Singapore,186532,"tensorflow, pytorch",Yes,Small,2025-09-01
9122,Quantum Software Developer,Quantum Computing,Singapore,233702,"quantum algorithms, qiskit",No,Large,2025-04-20
9123,Renewable Energy Engineer,Green Tech,Singapore,150469,"climate data analysis, energy modeling",No,Small,2025-08-14
9124,Blockchain Developer,Blockchain,Berlin,111487,"solidity, rust",Yes,Large,2025-09-21
9125,Quantum Software Developer,Quantum Computing,London,241819,"linear algebra, quantum algorithms",Yes,Medium,2025-09-25
9126,Quantum Researcher,Quantum Computing,Tokyo,249065,"linear algebra, quantum algorithms",Yes,Large,2025-06-01
9127,Sustainability Analyst,Green Tech,Dubai,186027,"energy modeling, climate data analysis",No,Small,2025-05-22
9128,Renewable Energy Engineer,Green Tech,Berlin,191197,"energy modeling, climate data analysis",Yes,Medium,2025-07-03
9129,Renewable Energy Engineer,Green Tech,Berlin,184128,"climate data analysis, energy modeling",No,Small,2025-03-27
9130,Renewable Energy Engineer,Green Tech,Singapore,112277,"energy modeling, climate data analysis",Yes,Large,2025-09-21
9131,Smart Contract Engineer,Blockchain,Tokyo,56036,"ethereum, solidity",No,Small,2025-01-13
9132,Ai Engineer,Ai,New York,101415,"pytorch, tensorflow",No,Large,2025-01-02
9133,Sustainability Analyst,Green Tech,New York,189242,"energy modeling, climate data analysis",Yes,Small,2025-10-06
9134,Smart Contract Engineer,Blockchain,Tokyo,184506,"rust, ethereum",No,Large,2025-12-09
9135,Ai Engineer,Ai,Dubai,107516,"pytorch, tensorflow",Yes,Large,2025-08-28
9136,Quantum Software Developer,Quantum Computing,Dubai,120880,"linear algebra, quantum algorithms",No,Medium,2025-01-24
9137,Ai Engineer,Ai,New York,77719,"python, tensorflow",No,Small,2025-10-11
9138,Blockchain Developer,Blockchain,New York,60143,"ethereum, rust",No,Medium,2025-01-06
9139,Ai Engineer,Ai,London,211390,"tensorflow, python",No,Medium,2025-09-25
9140,Renewable Energy Engineer,Green Tech,Singapore,179358,"energy modeling, climate data analysis",Yes,Medium,2025-04-29
9141,Quantum Software Developer,Quantum Computing,Singapore,152845,"linear algebra, quantum algorithms",Yes,Medium,2025-04-18
9142,Ai Engineer,Ai,Berlin,173140,"pytorch, tensorflow",No,Large,2025-06-25
9143,Quantum Software Developer,Quantum Computing,London,52891,"linear algebra, qiskit",No,Medium,2025-05-03
9144,Smart Contract Engineer,Blockchain,Berlin,141984,"solidity, ethereum",Yes,Medium,2025-07-02
9145,Ml Researcher,Ai,Tokyo,244609,"pytorch, python",No,Medium,2025-12-21
9146,Data Scientist,Ai,Singapore,183552,"tensorflow, pytorch",Yes,Large,2025-01-10
9147,Ml Researcher,Ai,Tokyo,115067,"python, tensorflow",No,Medium,2025-11-04
9148,Renewable Energy Engineer,Green Tech,Singapore,111218,"energy modeling, climate data analysis",No,Small,2025-10-27
9149,Smart Contract Engineer,Blockchain,London,115715,"rust, solidity",Yes,Medium,2025-12-15
9150,Data Scientist,Ai,Dubai,180178,"pytorch, tensorflow",No,Medium,2025-12-03
9151,Quantum Software Developer,Quantum Computing,New York,165595,"linear algebra, quantum algorithms",Yes,Small,2025-11-14
9152,Smart Contract Engineer,Blockchain,Dubai,170351,"rust, ethereum",Yes,Small,2025-09-09
9153,Renewable Energy Engineer,Green Tech,Berlin,216751,"climate data analysis, energy modeling",Yes,Medium,2025-11-28
9154,Blockchain Developer,Blockchain,Berlin,180071,"solidity, ethereum",Yes,Medium,2025-06-15
9155,Quantum Researcher,Quantum Computing,Tokyo,176838,"qiskit, quantum algorithms",No,Medium,2025-07-05
9156,Ai Engineer,Ai,New York,94784,"tensorflow, python",Yes,Large,2025-08-04
9157,Smart Contract Engineer,Blockchain,Tokyo,91400,"solidity, rust",Yes,Large,2025-02-26
9158,Blockchain Developer,Blockchain,Tokyo,169007,"rust, solidity",No,Large,2025-01-30
9159,Smart Contract Engineer,Blockchain,Berlin,100736,"rust, solidity",No,Small,2025-09-29
9160,Data Scientist,Ai,London,166132,"pytorch, tensorflow",Yes,Large,2025-12-31
9161,Sustainability Analyst,Green Tech,Tokyo,111013,"energy modeling, climate data analysis",Yes,Medium,2025-03-30
9162,Ml Researcher,Ai,Dubai,148000,"pytorch, python",Yes,Small,2025-05-15
9163,Data Scientist,Ai,Dubai,196830,"tensorflow, python",Yes,Medium,2025-09-26
9164,Quantum Researcher,Quantum Computing,Tokyo,175033,"quantum algorithms, linear algebra",No,Medium,2025-12-16
9165,Sustainability Analyst,Green Tech,Dubai,135316,"energy modeling, climate data analysis",No,Small,2025-04-20
9166,Renewable Energy Engineer,Green Tech,New York,59113,"climate data analysis, energy modeling",Yes,Small,2025-12-12
9167,Ai Engineer,Ai,Tokyo,147845,"pytorch, python",Yes,Small,2025-07-22
9168,Quantum Software Developer,Quantum Computing,Berlin,235507,"quantum algorithms, qiskit",Yes,Medium,2025-09-03
9169,Blockchain Developer,Blockchain,Berlin,137351,"ethereum, rust",No,Small,2025-08-16
9170,Quantum Software Developer,Quantum Computing,Tokyo,194133,"linear algebra, quantum algorithms",Yes,Medium,2025-02-12
9171,Smart Contract Engineer,Blockchain,New York,90727,"ethereum, rust",No,Medium,2025-04-29
9172,Blockchain Developer,Blockchain,Singapore,129489,"solidity, ethereum",Yes,Large,2025-12-19
9173,Renewable Energy Engineer,Green Tech,Berlin,80959,"energy modeling, climate data analysis",Yes,Large,2025-12-26
9174,Ml Researcher,Ai,New York,241003,"pytorch, python",No,Medium,2025-11-11
9175,Smart Contract Engineer,Blockchain,Singapore,184838,"solidity, ethereum",Yes,Medium,2025-05-17
9176,Blockchain Developer,Blockchain,Dubai,190845,"rust, solidity",No,Small,2025-01-21
9177,Smart Contract Engineer,Blockchain,Singapore,59835,"ethereum, solidity",Yes,Medium,2025-04-25
9178,Renewable Energy Engineer,Green Tech,London,201267,"energy modeling, climate data analysis",No,Large,2025-09-30
9179,Smart Contract Engineer,Blockchain,Berlin,105512,"rust, ethereum",No,Medium,2025-08-20
9180,Data Scientist,Ai,Tokyo,60928,"pytorch, tensorflow",No,Medium,2025-09-28
9181,Blockchain Developer,Blockchain,Tokyo,116474,"ethereum, solidity",No,Large,2025-01-13
9182,Data Scientist,Ai,New York,183992,"tensorflow, python",Yes,Large,2025-10-27
9183,Blockchain Developer,Blockchain,Singapore,113348,"ethereum, rust",No,Small,2025-07-29
9184,Smart Contract Engineer,Blockchain,Dubai,117142,"rust, solidity",Yes,Large,2025-11-30
9185,Quantum Software Developer,Quantum Computing,New York,101105,"qiskit, linear algebra",Yes,Small,2025-11-16
9186,Sustainability Analyst,Green Tech,London,135447,"climate data analysis, energy modeling",Yes,Large,2025-04-17
9187,Quantum Researcher,Quantum Computing,Tokyo,95303,"quantum algorithms, qiskit",Yes,Medium,2025-05-16
9188,Quantum Software Developer,Quantum Computing,Singapore,239387,"qiskit, linear algebra",No,Large,2025-08-03
9189,Quantum Researcher,Quantum Computing,Tokyo,91307,"quantum algorithms, linear algebra",Yes,Small,2025-11-17
9190,Data Scientist,Ai,London,138175,"pytorch, tensorflow",No,Medium,2025-11-22
9191,Renewable Energy Engineer,Green Tech,Tokyo,58183,"energy modeling, climate data analysis",No,Medium,2025-04-06
9192,Quantum Software Developer,Quantum Computing,Dubai,123541,"qiskit, linear algebra",Yes,Large,2025-06-27
9193,Renewable Energy Engineer,Green Tech,Dubai,50768,"energy modeling, climate data analysis",No,Large,2025-08-31
9194,Ml Researcher,Ai,London,184539,"tensorflow, pytorch",Yes,Medium,2025-07-28
9195,Quantum Researcher,Quantum Computing,Singapore,84779,"linear algebra, qiskit",Yes,Medium,2025-11-26
9196,Ai Engineer,Ai,Tokyo,126152,"pytorch, tensorflow",No,Medium,2025-05-07
9197,Sustainability Analyst,Green Tech,New York,94051,"climate data analysis, energy modeling",No,Large,2025-08-26
9198,Sustainability Analyst,Green Tech,Dubai,230750,"energy modeling, climate data analysis",No,Large,2025-04-18
9199,Blockchain Developer,Blockchain,Singapore,108124,"ethereum, rust",Yes,Large,2025-04-10
9200,Ai Engineer,Ai,Dubai,59646,"python, tensorflow",Yes,Large,2025-10-02
9201,Ai Engineer,Ai,Tokyo,106894,"python, tensorflow",No,Large,2025-01-16
9202,Ai Engineer,Ai,New York,138218,"pytorch, python",No,Medium,2025-02-22
9203,Quantum Researcher,Quantum Computing,New York,205828,"quantum algorithms, qiskit",Yes,Small,2025-12-15
9204,Sustainability Analyst,Green Tech,Tokyo,121319,"energy modeling, climate data analysis",No,Medium,2025-10-04
9205,Data Scientist,Ai,Tokyo,109272,"tensorflow, pytorch",Yes,Medium,2025-02-13
9206,Smart Contract Engineer,Blockchain,New York,222609,"rust, solidity",Yes,Large,2025-05-19
9207,Data Scientist,Ai,Dubai,146003,"tensorflow, pytorch",Yes,Small,2025-01-21
9208,Ml Researcher,Ai,Dubai,147420,"tensorflow, python",No,Large,2025-12-21
9209,Smart Contract Engineer,Blockchain,London,217800,"solidity, ethereum",Yes,Large,2025-10-18
9210,Sustainability Analyst,Green Tech,London,168432,"energy modeling, climate data analysis",Yes,Small,2025-03-30
9211,Sustainability Analyst,Green Tech,London,59346,"energy modeling, climate data analysis",No,Small,2025-08-02
9212,Data Scientist,Ai,New York,185858,"pytorch, tensorflow",Yes,Medium,2025-10-16
9213,Ai Engineer,Ai,New York,59887,"tensorflow, pytorch",Yes,Medium,2025-08-12
9214,Sustainability Analyst,Green Tech,Singapore,112736,"energy modeling, climate data analysis",No,Medium,2025-05-29
9215,Renewable Energy Engineer,Green Tech,New York,153100,"climate data analysis, energy modeling",Yes,Small,2025-11-11
9216,Renewable Energy Engineer,Green Tech,London,206125,"climate data analysis, energy modeling",No,Medium,2025-03-18
9217,Ml Researcher,Ai,London,190529,"pytorch, tensorflow",No,Medium,2025-09-21
9218,Quantum Researcher,Quantum Computing,Berlin,103720,"linear algebra, quantum algorithms",Yes,Medium,2025-04-14
9219,Renewable Energy Engineer,Green Tech,Dubai,131068,"climate data analysis, energy modeling",Yes,Small,2025-06-14
9220,Quantum Software Developer,Quantum Computing,Berlin,190405,"qiskit, linear algebra",No,Medium,2025-03-03
9221,Ml Researcher,Ai,London,111175,"tensorflow, python",No,Small,2025-10-08
9222,Blockchain Developer,Blockchain,Singapore,149379,"rust, solidity",No,Small,2025-01-04
9223,Blockchain Developer,Blockchain,Dubai,67685,"ethereum, solidity",No,Medium,2025-01-11
9224,Blockchain Developer,Blockchain,London,92701,"rust, ethereum",Yes,Small,2025-02-23
9225,Sustainability Analyst,Green Tech,New York,122690,"energy modeling, climate data analysis",No,Large,2025-08-23
9226,Smart Contract Engineer,Blockchain,Tokyo,141357,"ethereum, solidity",No,Large,2025-05-08
9227,Data Scientist,Ai,New York,108621,"python, pytorch",Yes,Medium,2025-05-07
9228,Quantum Researcher,Quantum Computing,New York,109081,"qiskit, linear algebra",Yes,Small,2025-12-02
9229,Renewable Energy Engineer,Green Tech,Berlin,53565,"energy modeling, climate data analysis",Yes,Medium,2025-03-08
9230,Quantum Researcher,Quantum Computing,Berlin,226111,"qiskit, quantum algorithms",No,Medium,2025-02-03
9231,Sustainability Analyst,Green Tech,London,204549,"climate data analysis, energy modeling",Yes,Large,2025-12-20
9232,Sustainability Analyst,Green Tech,London,181833,"energy modeling, climate data analysis",No,Medium,2025-05-09
9233,Ai Engineer,Ai,London,138026,"tensorflow, python",Yes,Small,2025-12-03
9234,Sustainability Analyst,Green Tech,Dubai,184640,"energy modeling, climate data analysis",No,Medium,2025-08-27
9235,Quantum Software Developer,Quantum Computing,Tokyo,174996,"linear algebra, qiskit",Yes,Small,2025-12-25
9236,Blockchain Developer,Blockchain,Tokyo,173421,"rust, solidity",No,Medium,2025-04-01
9237,Quantum Researcher,Quantum Computing,Dubai,54905,"qiskit, linear algebra",Yes,Large,2025-07-06
9238,Ml Researcher,Ai,New York,109482,"pytorch, python",Yes,Small,2025-11-10
9239,Ml Researcher,Ai,Dubai,220228,"python, tensorflow",Yes,Large,2025-10-17
9240,Sustainability Analyst,Green Tech,Dubai,240860,"energy modeling, climate data analysis",No,Large,2025-11-18
9241,Data Scientist,Ai,Berlin,165432,"python, pytorch",Yes,Small,2025-04-02
9242,Blockchain Developer,Blockchain,New York,215285,"ethereum, solidity",No,Small,2025-07-03
9243,Blockchain Developer,Blockchain,London,227128,"rust, solidity",Yes,Medium,2025-06-15
9244,Sustainability Analyst,Green Tech,Dubai,218313,"energy modeling, climate data analysis",No,Large,2025-11-08
